name,price,manufacturer,description,image
Fextim 180mg Tablet 10'S,175,Maestro Pharmaceuticals Ltd,"FEXTIM 180MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Fexy 120mg Tablet 10'S,164.75,Lupin Ltd,"FEXY 120MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/43743/fexy_120mg_tablet_10_s_0.jpg
Fexy 180mg Tablet 10'S,218.5,Lupin Ltd,"FEXY 180MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/350758/fexy_180mg_tablet_10_s_0.jpg
FIBAFEX 120mg Tablet 10's,120,Ajanta Pharma Ltd,"FIBAFEX 120MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
FIBAFEX 180mg Tablet 10's,160,Ajanta Pharma Ltd,"FIBAFEX 180MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/897391/fibafex_180mg_tablet_10s_0_1.jpg
Finide 180mg Tablet 10'S,199.5,Indchemie Health Specialities Pvt Ltd,"FINIDE 180MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
FLOCARE 120md Nasal Spray 12gm,275,Lividus Pharmaceuticals Pvt Ltd,"FLOCARE 120MD contain Fluticasone which belongs to a group of medicine called corticosteroids It has antiinflammatory properties. When sprayed into your nose it will reduce swelling and irritation. It is used to treat and prevent seasonal allergic rhinitis such as hay fever, perennial rhinitis (blocked or runny nose, sneezing, and itching caused by dust mites or animals such as cats and dogs).",https://www.netmeds.com/images/product-v1/150x150/935130/flocare_120md_nasal_spray_12gm_0_0.jpg
Floramin 10mg Tablet 10'S,12,Bestochem Formulations Ind Ltd,"FLORAMIN 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take FLORAMIN 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Formicet Tablet 10'S,18.48,Group Pharmaceuticals Ltd,"FORMICET contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take FORMICET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Gemfex 180mg Tablet 10'S,125,Saffron Therapeutics Pvt Ltd,"GEMFEX contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
